,name,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,added,month
182,Plague Inc: Evolved,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",4,"['Casual', 'Strategy', 'Indie', 'Simulation']","['Cross-Platform Multiplayer', '2D', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Difficult', 'Horror', 'Multiplayer', 'Online Co-Op', 'Post-apocalyptic', 'Realistic', 'Replay Value', 'Sandbox', 'Singleplayer', 'Survival', 'Tactical', 'Zombies', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2015-09-18,3.98,4,334,80,"{'yet': 39, 'owned': 1523, 'beaten': 175, 'toplay': 16, 'dropped': 108, 'playing': 37}",9
183,Outlast 2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Dating Sim', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Horror', 'Mature', 'Nudity', 'Parkour', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Survival', 'Survival Horror', 'Violent', 'achievements', 'controller support', 'overlay']",2017-04-24,3.68,4,296,76,"{'yet': 173, 'owned': 1342, 'beaten': 195, 'toplay': 89, 'dropped': 75, 'playing': 21}",4
184,Kerbal Space Program,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'Xbox Store', 'GOG']",2,"['Indie', 'Simulation']","['Building', 'Comedy', 'Difficult', 'Education', 'Exploration', 'Funny', 'Moddable', 'Open World', 'Physics', 'Replay Value', 'Sandbox', 'Science', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'overlay', 'steam-trading-cards']",2015-04-26,4.17,5,233,88,"{'yet': 73, 'owned': 1568, 'beaten': 52, 'toplay': 28, 'dropped': 131, 'playing': 42}",4
185,Elite Dangerous,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",5,"['Adventure', 'Action', 'RPG', 'Simulation', 'Massively Multiplayer']","['Partial Controller Support', 'Co-op', 'Difficult', 'Exploration', 'First-Person', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'TrackIR', 'Trading', 'VR', 'mmo']",2015-04-02,4.0,4,255,80,"{'yet': 59, 'owned': 1516, 'beaten': 31, 'toplay': 38, 'dropped': 139, 'playing': 85}",4
186,Far Cry Primal,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Shooter', 'Action']","['Action RPG', 'Partial Controller Support', 'Atmospheric', 'Co-op', 'Crafting', 'Exploration', 'First-Person', 'FPS', 'Hunting', 'Mature', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Survival', 'cooperative', 'steam-trading-cards']",2016-02-23,3.63,4,423,74,"{'yet': 103, 'owned': 1218, 'beaten': 258, 'toplay': 96, 'dropped': 153, 'playing': 30}",2
187,Hellblade: Senua's Sacrifice VR Edition,1,['PC'],1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Singleplayer', 'Violent', 'VR']",2018-07-31,3.92,5,141,87,"{'yet': 168, 'owned': 1577, 'beaten': 49, 'toplay': 15, 'dropped': 28, 'playing': 14}",7
188,PAC-MAN CHAMPIONSHIP EDITION 2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Casual', 'Arcade']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Classic', 'Great Soundtrack', 'Singleplayer', 'steam-trading-cards']",2016-09-13,3.51,4,68,77,"{'yet': 67, 'owned': 1708, 'beaten': 12, 'toplay': 3, 'dropped': 22, 'playing': 10}",9
189,The Evil Within 2,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Shooter', 'Adventure', 'Action']","['Atmospheric', 'Gore', 'Horror', 'Singleplayer', 'Story Rich', 'Survival Horror', 'Third-Person Shooter', 'Violent']",2017-10-11,4.12,4,436,82,"{'yet': 134, 'owned': 1061, 'beaten': 331, 'toplay': 216, 'dropped': 48, 'playing': 32}",10
190,Borderlands 3,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",4,"['Shooter', 'Adventure', 'Action', 'RPG']","['Cross-Platform Multiplayer', 'Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Co-op', 'Co-op Campaign', 'Driving', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Loot', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Space', 'Split Screen', 'Violent', 'Western', 'cooperative', 'role-playing', 'Team', 'Masterpiece', 'Epic', 'planets', 'wasteland', 'looter shooter', 'Steam Trading Cards', 'LAN Co-op']",2019-09-13,3.95,4,297,80,"{'yet': 112, 'owned': 999, 'beaten': 132, 'toplay': 400, 'dropped': 53, 'playing': 124}",9
191,OKAMI HD / 大神 絶景版,5,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Atmospheric', 'Female Protagonist', 'Singleplayer', 'Story Rich']",2017-12-12,4.15,5,227,92,"{'yet': 158, 'owned': 1190, 'beaten': 113, 'toplay': 191, 'dropped': 96, 'playing': 62}",12
192,Mortal Kombat 11,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",3,"['Adventure', 'Action', 'Fighting']","['2D Fighter', 'Action-Adventure', 'Atmospheric', 'Blood', 'Cute', 'Gore', 'Horror', 'Multiplayer', 'Singleplayer', 'Violent', 'Online multiplayer']",2019-04-23,3.97,4,424,82,"{'yet': 62, 'owned': 1132, 'beaten': 184, 'toplay': 261, 'dropped': 73, 'playing': 95}",4
193,Serial Cleaner,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Action', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Blood', 'Early Access', 'Gore', 'Singleplayer', 'Stealth', 'Story', 'murder', 'work', 'challenge', 'police', 'steam-trading-cards']",2016-09-28,3.21,4,78,72,"{'yet': 129, 'owned': 1572, 'beaten': 21, 'toplay': 13, 'dropped': 44, 'playing': 5}",9
194,DISTRAINT,1,['PC'],1,['Steam'],3,"['Casual', 'Indie', 'Adventure']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Horror', 'Pixel Graphics', 'Point & Click', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2015-10-21,3.01,4,154,76,"{'yet': 126, 'owned': 1561, 'beaten': 58, 'toplay': 5, 'dropped': 25, 'playing': 1}",10
195,Shadow Tactics: Blades of the Shogun,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Epic Games']",2,"['Strategy', 'Indie']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Conspiracy', 'Demons', 'Difficult', 'Historical', 'Isometric', 'Ninja', 'Nudity', 'Open World', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Space', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Violent', 'achievements', 'controller support', 'overlay', 'Traps', 'japan', 'battle', 'skill', 'ancient', 'samurai', 'match', 'sacrifice', 'unique', 'steam-trading-cards']",2016-12-05,4.18,4,213,85,"{'yet': 171, 'owned': 1335, 'beaten': 90, 'toplay': 50, 'dropped': 75, 'playing': 41}",12
196,Mirage: Arcane Warfare,1,['PC'],1,['Steam'],2,"['Indie', 'Action']","['Partial Controller Support', 'Fantasy', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Magic', 'Multiplayer', 'PvP', 'Third Person', 'Violent', 'Online multiplayer', 'steam-trading-cards']",2017-05-23,2.24,3,127,74,"{'yet': 124, 'owned': 1549, 'beaten': 6, 'toplay': 3, 'dropped': 70, 'playing': 1}",5
197,FIFA 18,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Xbox 360 Store']",1,['Sports'],"['Multiplayer', 'Soccer', '3D', 'hot-seat', 'reality-based']",2017-09-26,3.43,4,461,79,"{'yet': 24, 'owned': 1279, 'beaten': 185, 'toplay': 12, 'dropped': 199, 'playing': 50}",9
198,>observer_,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",2,"['Indie', 'Adventure']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Cyberpunk', 'Dystopian', 'First-Person', 'Futuristic', 'Gore', 'Horror', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Violent', 'Walking Simulator']",2017-08-14,3.9,4,272,77,"{'yet': 209, 'owned': 1173, 'beaten': 166, 'toplay': 102, 'dropped': 73, 'playing': 22}",8
199,Sea of Thieves,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",2,"['Adventure', 'Action']","['Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases', 'Steam Achievements', 'Co-op', 'First-Person', 'Funny', 'Multiplayer', 'Online Co-Op', 'Open World', 'Pirates', 'PvE', 'PvP', 'Sailing', 'Singleplayer', 'cooperative', 'sea', 'exclusive', 'Online PvP', 'w10 exclusive']",2018-03-20,3.56,4,420,68,"{'yet': 37, 'owned': 1307, 'beaten': 36, 'toplay': 85, 'dropped': 196, 'playing': 73}",3
200,Tom Clancy's Ghost Recon Wildlands,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",3,"['Shooter', 'Massively Multiplayer', 'Action']","['Partial Controller Support', 'Atmospheric', 'Co-op', 'First-Person', 'FPS', 'Military', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Sandbox', 'Singleplayer', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']",2017-03-06,3.59,4,421,72,"{'yet': 47, 'owned': 1225, 'beaten': 159, 'toplay': 77, 'dropped': 170, 'playing': 53}",3
201,Ashes of the Singularity: Escalation,1,['PC'],2,"['Steam', 'GOG']",4,"['Strategy', 'Indie', 'RPG', 'Simulation']","['Steam Achievements', 'Steam Cloud', 'Benchmark', 'Co-op', 'Futuristic', 'Multiplayer', 'Online Co-Op', 'Real Time Tactics', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Space', 'achievements', 'overlay', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2016-11-09,2.38,1,24,81,"{'yet': 85, 'owned': 1631, 'beaten': 2, 'toplay': 2, 'dropped': 9}",11
202,Dishonored: Death of the Outsider,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",1,['Action'],"['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Female Protagonist', 'First-Person', 'Gore', 'Magic', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Violent', 'Immersive Sim']",2017-09-14,4.06,4,313,83,"{'yet': 151, 'owned': 1110, 'beaten': 244, 'toplay': 147, 'dropped': 32, 'playing': 27}",9
203,My Friend Pedro,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Shooter', 'Arcade', 'Action']","['2D', 'Partial Controller Support', 'Gore', 'Singleplayer', 'Violent']",2019-06-19,3.85,4,329,76,"{'yet': 81, 'owned': 1007, 'beaten': 224, 'toplay': 260, 'dropped': 99, 'playing': 39}",6
204,TEKKEN 7,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Action', 'Fighting', 'Sports']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', ""Beat 'em up"", 'Character Customization', 'Competitive', 'Controller', 'Co-op', 'Difficult', 'e-sports', 'Great Soundtrack', 'Heist', 'Local Multiplayer', 'Multiplayer', 'Nudity', 'Singleplayer', 'Split Screen', 'Story Rich', 'Third Person', 'Online multiplayer', 'steam-trading-cards']",2015-03-18,4.06,4,402,82,"{'yet': 36, 'owned': 1276, 'beaten': 170, 'toplay': 60, 'dropped': 95, 'playing': 72}",3
205,Hand of Fate,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', ""Beat 'em up"", 'Board Game', 'Card Game', 'Choose Your Own Adventure', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Hack and Slash', 'RPG', 'Singleplayer', 'Third Person', 'controller support', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2015-02-16,3.71,4,228,78,"{'yet': 74, 'owned': 1398, 'beaten': 95, 'toplay': 17, 'dropped': 96, 'playing': 27}",2
206,Disco Elysium,1,['PC'],2,"['Steam', 'GOG']",3,"['Indie', 'Adventure', 'RPG']","['Isometric', 'RPG', 'Singleplayer', 'Story Rich', 'role-playing']",2019-10-14,4.27,5,179,91,"{'yet': 127, 'owned': 902, 'beaten': 86, 'toplay': 482, 'dropped': 36, 'playing': 72}",10
207,Into the Breach,3,"['PC', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'GOG', 'Nintendo Store', 'Epic Games']",4,"['Strategy', 'Indie', 'RPG', 'Simulation']","['Board Game', 'Isometric', 'Mechs', 'Pixel Graphics', 'RPG', 'Singleplayer', 'Turn-Based Strategy', 'role-playing', 'Roguelike']",2018-02-26,4.31,5,472,90,"{'yet': 153, 'owned': 939, 'beaten': 214, 'toplay': 165, 'dropped': 122, 'playing': 99}",2
208,Wasteland 2: Director's Cut,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",4,"['Indie', 'Strategy', 'Adventure', 'RPG']","['Captions available', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Crowdfunded', 'CRPG', 'Early Access', 'Exploration', 'Isometric', 'Kickstarter', 'Open World', 'Post-apocalyptic', 'RPG', 'Sci-fi', 'Singleplayer', 'Survival', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'role-playing', 'Old School', 'steam-trading-cards']",2015-10-13,3.63,4,199,87,"{'yet': 117, 'owned': 1324, 'beaten': 75, 'toplay': 51, 'dropped': 110, 'playing': 13}",10
209,Full Throttle Remastered,6,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'itch.io']",1,['Adventure'],"['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Cult Classic', 'Great Soundtrack', 'Point & Click', 'Remake', 'Singleplayer', 'overlay', 'cloud saves', 'steam-trading-cards']",2017-04-17,4.03,5,276,77,"{'yet': 213, 'owned': 1200, 'beaten': 170, 'toplay': 58, 'dropped': 33, 'playing': 14}",4
210,Street Fighter V,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Action', 'Fighting']","['Cross-Platform Multiplayer', '2.5D', '2D', '2D Fighter', 'Full controller support', 'Anime', 'Steam Achievements', ""Beat 'em up"", 'Classic', 'Competitive', 'Controller', 'e-sports', 'Female Protagonist', 'Great Soundtrack', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Nudity', 'Singleplayer', 'steam-trading-cards']",2016-02-15,3.71,4,231,74,"{'yet': 53, 'owned': 1369, 'beaten': 71, 'toplay': 29, 'dropped': 110, 'playing': 38}",2
211,Punch Club,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",6,"['RPG', 'Fighting', 'Strategy', 'Simulation', 'Sports', 'Indie']","['2D', 'Captions available', '2D Fighter', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Funny', 'Great Soundtrack', 'Management', 'Pixel Graphics', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'role-playing', 'steam-trading-cards']",2016-01-07,3.66,4,239,73,"{'yet': 82, 'owned': 1363, 'beaten': 104, 'toplay': 15, 'dropped': 93, 'playing': 10}",1
212,EA SPORTS FIFA 17,5,"['PC', 'PlayStation', 'Xbox']",3,"['PlayStation Store', 'Xbox Store', 'Xbox 360 Store']",1,['Sports'],"['e-sports', 'Football', 'Multiplayer', 'Singleplayer', 'Soccer', 'reality-based']",2016-09-27,3.3,4,348,85,"{'yet': 14, 'owned': 1328, 'beaten': 155, 'toplay': 9, 'dropped': 143, 'playing': 16}",9
213,Bulletstorm: Full Clip Edition,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Comedy', 'Co-op', 'First-Person', 'FPS', 'Funny', 'Gore', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Sci-fi', 'Singleplayer', 'Violent', 'cooperative', 'steam-trading-cards', 'stats']",2017-04-07,3.85,4,373,76,"{'yet': 90, 'owned': 1238, 'beaten': 201, 'toplay': 49, 'dropped': 64, 'playing': 14}",4
214,Absolver,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'Fighting']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Character Customization', 'Co-op', 'Difficult', 'Martial Arts', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvE', 'PvP', 'RPG', 'Singleplayer', 'Swordplay', 'Online multiplayer', 'cooperative']",2017-08-28,2.84,3,290,69,"{'yet': 100, 'owned': 1299, 'beaten': 34, 'toplay': 28, 'dropped': 176, 'playing': 13}",8
215,Crash Bandicoot N. Sane Trilogy,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",1,['Action'],"[""1990's"", '3D Platformer', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cartoony', 'Classic', 'Colorful', 'Comedy', 'Controller', 'Difficult', 'Family Friendly', 'Female Protagonist', 'Funny', 'Great Soundtrack', 'Horror', 'Remake', 'Retro', 'Singleplayer', 'Souls-like', 'steam-trading-cards']",2017-06-30,4.12,4,282,81,"{'yet': 120, 'owned': 1039, 'beaten': 156, 'toplay': 153, 'dropped': 102, 'playing': 80}",6
216,Kingdom: New Lands,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",8,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play', 'Epic Games']",5,"['Casual', 'Strategy', 'Arcade', 'Simulation', 'Indie']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Building', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Medieval', 'Open World', 'Pixel Graphics', 'Side Scroller', 'Singleplayer', 'Survival', 'Tower Defense', 'controller support', 'overlay', 'Roguelike', 'steam-trading-cards']",2015-10-21,3.84,4,230,80,"{'yet': 140, 'owned': 1304, 'beaten': 68, 'toplay': 25, 'dropped': 85, 'playing': 20}",10
217,Apotheon,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Great Soundtrack', 'Historical', 'Metroidvania', 'Multiplayer', 'Mythology', 'Nudity', 'RPG', 'Side Scroller', 'Singleplayer', 'Stylized', 'controller support', 'steam-trading-cards']",2015-02-02,3.17,4,241,78,"{'yet': 77, 'owned': 1333, 'beaten': 72, 'toplay': 22, 'dropped': 124, 'playing': 7}",2
218,Everybody's Gone to the Rapture,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",3,"['Casual', 'Indie', 'Adventure']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'Great Soundtrack', 'Horror', 'Mystery', 'Open World', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Walking Simulator']",2015-08-11,3.36,3,348,76,"{'yet': 73, 'owned': 1134, 'beaten': 220, 'toplay': 68, 'dropped': 119, 'playing': 14}",8
219,Gears of War 4,2,"['PC', 'Xbox']",1,['Xbox Store'],2,"['Shooter', 'Action']","['Aliens', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Violent', 'cover', 'chainsaw', 'exclusive', 'w10 exclusive']",2016-10-11,3.92,4,422,85,"{'yet': 60, 'owned': 1102, 'beaten': 300, 'toplay': 79, 'dropped': 54, 'playing': 27}",10
220,Downwell,6,"['PC', 'PlayStation', 'iOS', 'Android', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play']",6,"['Adventure', 'Action', 'Casual', 'Arcade', 'Indie', 'Platformer']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Fast-Paced', 'GameMaker', 'Great Soundtrack', 'Pixel Graphics', 'Procedural Generation', 'Retro', ""Shoot 'Em Up"", 'Singleplayer', 'controller support', 'overlay', 'Roguelite', 'Roguelike']",2015-10-14,3.89,4,321,81,"{'yet': 82, 'owned': 1215, 'beaten': 89, 'toplay': 15, 'dropped': 181, 'playing': 19}",10
221,Tricky Towers,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']",4,"['Casual', 'Indie', 'Arcade', 'Puzzle']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer', 'Split Screen', 'Online multiplayer', 'cooperative', 'party', 'steam-trading-cards']",2016-06-20,3.6,4,272,80,"{'yet': 40, 'owned': 1327, 'beaten': 72, 'toplay': 9, 'dropped': 126, 'playing': 23}",6
222,OlliOlli2: Welcome to Olliwood,5,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Google Play']",4,"['Platformer', 'Indie', 'Action', 'Sports']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Split Screen', 'skateboarding', 'Skating']",2015-03-03,3.32,4,201,82,"{'yet': 64, 'owned': 1365, 'beaten': 43, 'toplay': 5, 'dropped': 113, 'playing': 6}",3
