name,id,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,yet,owned,beaten,toplay,dropped,playing,users,month,year
Rise of the Tomb Raider,7689,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",4,"['Steam', 'Xbox Store', 'App Store', 'Xbox 360 Store']",2,"['Platformer', 'Action']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Exploration', 'Female Protagonist', 'Great Soundtrack', 'Lara Croft', 'Open World', 'Parkour', 'Quick-Time Events', 'RPG', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Third-Person Shooter', 'steam-trading-cards']",2015-11-10,4.01,4,1536,86,317,4255,1371,222,185,111,5737,11,2015
HITMAN,10035,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Crime', 'Episodic', 'Great Soundtrack', 'Heist', 'Illuminati', 'Nudity', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Tactical', 'Third Person', 'Third-Person Shooter', 'steam-trading-cards']",2017-11-16,3.91,4,1217,83,438,4755,558,209,379,92,5405,11,2017
Batman: Arkham Knight,3287,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",1,['Action'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Batman', ""Beat 'em up"", 'Comic Book', 'Dark', 'Detective', 'Horror', 'Mature', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Superhero', 'Third Person', 'steam-trading-cards']",2015-06-23,4.21,4,1528,81,396,4175,1266,201,221,103,5544,6,2015
Uncharted 4: A Thief’s End,2462,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'Atmospheric', '3rd-Person Perspective']",2016-05-10,4.53,5,2281,93,224,3642,1937,342,88,75,5654,5,2016
Deus Ex: Mankind Divided,1447,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Action', 'RPG']","['Full controller support', 'Atmospheric', 'Conspiracy', 'Cyberpunk', 'Dystopian', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Illuminati', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Transhumanism']",2016-08-22,3.95,4,1254,83,480,4223,770,203,316,92,5085,8,2016
Marvel's Spider-Man,58134,1,['PlayStation'],1,['PlayStation Store'],2,"['Adventure', 'Action']","['Action-Adventure', 'America', 'Atmospheric', ""Beat 'em up"", 'Cinematic', 'Comic Book', 'Exploration', 'Open World', 'Singleplayer', 'Superhero', '3rd-Person Perspective', 'exclusive', 'true exclusive', 'new york']",2018-09-07,4.46,5,2057,87,167,3103,1556,677,83,218,4877,9,2018
Dark Souls III,2551,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Co-op', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'Horror', 'Lore-Rich', 'Multiplayer', 'Open World', 'PvP', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'cooperative', 'steam-trading-cards']",2016-04-11,4.39,5,1427,89,342,3629,943,303,288,183,4755,4,2016
For Honor,362,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Massively Multiplayer', 'Action']","['Partial Controller Support', 'Atmospheric', 'Co-op', 'Fantasy', 'Gore', 'Hack and Slash', 'Medieval', 'MOBA', 'Multiplayer', 'Online Co-Op', 'PvP', 'Realistic', 'RPG', 'Singleplayer', 'Story Rich', 'Swordplay', 'Third Person', 'War', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2017-02-13,3.32,4,1064,76,402,4113,159,54,599,87,4359,2,2017
Bloodborne,3387,1,['PlayStation'],1,['PlayStation Store'],2,"['Action', 'RPG']","['Atmospheric', 'Character Customization', 'Dark Fantasy', 'Exploration', 'Story Rich', 'Third Person', 'exclusive', 'true exclusive']",2015-03-24,4.38,5,1608,92,321,3377,862,263,368,194,4433,3,2015
Prey (2017),39,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Shooter', 'Action', 'RPG']","['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Heist', 'Horror', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth', 'Story Rich', 'Survival Horror', 'Violent', 'steam-trading-cards', 'Immersive Sim']",2017-05-03,4.29,5,1259,80,343,3112,814,448,305,191,4117,5,2017
Just Cause 3,3017,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Full controller support', 'Steam Achievements', 'Atmospheric', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'Funny', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Parkour', 'Physics', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']",2015-11-30,3.31,3,951,74,259,3973,358,77,461,57,4388,11,2015
Mad Max,3191,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Xbox 360 Store']",1,['Action'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Driving', 'Exploration', 'First-Person', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Third-Person Shooter', 'War', 'steam-trading-cards']",2015-09-01,3.71,4,1085,73,272,3677,567,133,425,79,4323,9,2015
Hellblade: Senua's Sacrifice,12536,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Blood', 'Dark', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'Hack and Slash', 'Horror', 'Mythology', 'Psychological', 'Realistic', 'Singleplayer', 'Story Rich', 'Third Person', 'Violent', 'Walking Simulator', 'steam-trading-cards']",2017-08-07,4.31,5,1206,83,330,2907,891,531,211,132,3930,8,2017
Don't Starve Together,9882,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",1,['Steam'],3,"['Indie', 'Action', 'Simulation']","['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Crafting', 'Difficult', 'Funny', 'Horror', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sandbox', 'Singleplayer', 'Survival', 'Survival Horror', 'cooperative', 'Roguelike', 'steam-trading-cards']",2016-04-21,3.8,4,721,83,177,3971,160,50,516,94,4225,4,2016
MORTAL KOMBAT X,108,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Google Play']",2,"['Action', 'Fighting']","['2.5D', '2D Fighter', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Blood', 'Competitive', 'Fantasy', 'Female Protagonist', 'Gore', 'Great Soundtrack', 'Horror', 'Local Multiplayer', 'Mature', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Third Person', 'Violent', 'steam-trading-cards']",2015-04-07,3.85,4,1255,76,115,3732,582,69,368,96,4410,4,2015
Detroit: Become Human,29177,2,"['PC', 'PlayStation']",3,"['Steam', 'PlayStation Store', 'Epic Games']",2,"['Adventure', 'Action']","['Action-Adventure', 'America', 'Atmospheric', 'Cinematic', 'Detective', 'Drama', 'Exploration', 'Futuristic', 'Robots', 'Sci-fi', 'Singleplayer', 'Story Rich', '3rd-Person Perspective', 'futurism', 'european', 'exclusive']",2018-05-25,4.26,4,1551,79,301,2510,1250,606,80,121,3881,5,2018
Hollow Knight,9767,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Cute', 'Dark Fantasy', 'Difficult', 'Exploration', 'Gothic', 'Great Soundtrack', 'Hand-drawn', 'Metroidvania', 'Multiple Endings', 'Open World', 'Side Scroller', 'Singleplayer', 'Story Rich', 'controller support', 'steam-trading-cards']",2017-02-23,4.39,5,1242,88,384,2770,607,385,333,336,3713,2,2017
Layers of Fear,2792,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Epic Games']",2,"['Indie', 'Adventure']","['Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Atmospheric', 'Dark', 'Exploration', 'First-Person', 'Great Soundtrack', 'Horror', 'Lovecraftian', 'Mystery', 'Point & Click', 'Psychedelic', 'Short', 'Singleplayer', 'Story Rich', 'Surreal', 'Survival Horror', 'Walking Simulator', 'steam-trading-cards']",2016-02-16,3.49,4,674,72,434,3728,416,71,124,24,4168,2,2016
Stardew Valley,654,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play']",3,"['Indie', 'RPG', 'Simulation']","['2D', 'Agriculture', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Building', 'Crafting', 'Cute', 'Dating Sim', 'Fishing', 'Great Soundtrack', 'Multiplayer', 'Open World', 'Pixel Graphics', 'Relaxing', 'Retro', 'RPG', 'Sandbox', 'Singleplayer', 'overlay', 'cloud saves', 'role-playing', 'steam-trading-cards']",2016-02-25,4.39,5,1157,89,253,2975,427,201,497,361,3763,2,2016
The Elder Scrolls V: Skyrim Special Edition,12447,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Classic', 'Dragons', 'Fantasy', 'Female Protagonist', 'First-Person', 'Great Soundtrack', 'Magic', 'Moddable', 'Open World', 'Remake', 'RPG', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Walking Simulator']",2016-10-27,4.43,5,1091,74,171,3344,725,74,232,149,4218,10,2016
PlayerUnknown’s Battlegrounds,10142,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Shooter', 'Massively Multiplayer', 'Action']","['Co-op', 'Early Access', 'First-Person', 'FPS', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Survival', 'Tactical', 'Third-Person Shooter', 'Violent', 'Walking Simulator', 'Online multiplayer', 'cooperative', 'stats', 'Battle Royale']",2017-12-20,3.38,4,1060,81,49,3548,206,52,586,201,3955,12,2017
Dishonored 2,864,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dystopian', 'Exploration', 'Female Protagonist', 'First-Person', 'Gore', 'Great Soundtrack', 'Heist', 'Illuminati', 'Magic', 'Open World', 'Parkour', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Supernatural', 'steam-trading-cards', 'Immersive Sim']",2016-11-10,4.26,4,1078,86,341,2825,782,353,208,112,3719,11,2016
Cities: Skylines,10065,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Strategy', 'Simulation']","['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Building', 'City Builder', 'Economy', 'Family Friendly', 'Funny', 'Great Soundtrack', 'Management', 'Mod', 'Moddable', 'Modern', 'Realistic', 'Real-Time with Pause', 'Replay Value', 'Resource Management', 'Sandbox', 'Singleplayer', 'steam-trading-cards']",2015-03-10,4.16,4,846,85,183,3556,264,74,327,173,3993,3,2015
Firewatch,2819,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Indie', 'Adventure', 'Simulation']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Colorful', 'Comedy', 'Drama', 'Exploration', 'First-Person', 'Funny', 'Great Soundtrack', 'Horror', 'Mature', 'Mystery', 'Open World', 'Short', 'Singleplayer', 'Story Rich', 'Thriller', 'Walking Simulator', 'achievements', 'steam-trading-cards']",2016-02-08,4.3,5,1439,81,155,2521,1467,290,93,38,4026,2,2016
Paladins,10989,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Shooter', 'Action']","['In-App Purchases', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Co-op', 'Early Access', 'Fantasy', 'First-Person', 'FPS', 'Free to Play', 'Funny', 'Memes', 'MOBA', 'Multiplayer', 'Online Co-Op', 'PvP', 'Survival', 'Team-Based', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2016-09-15,3.09,3,802,78,78,3698,73,12,515,59,3830,9,2016
INSIDE,1450,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Epic Games']",5,"['Adventure', 'Action', 'Puzzle', 'Indie', 'Platformer']","['2.5D', 'Full controller support', 'Oyun Kumandası Desteği', 'Steam Achievements', 'Steam Başarımları', 'Steam Cloud', 'Atmospheric', 'Tek Oyunculu', 'Dark', 'Dystopian', 'Great Soundtrack', 'Horror', 'Mystery', 'Puzzle-Platformer', 'Sci-fi', 'Short', 'Singleplayer', 'Stealth', 'Story Rich', 'achievements', 'controller support', 'european']",2016-06-28,4.39,5,1439,87,238,2376,1371,305,100,35,3782,6,2016
NieR:Automata,10141,3,"['PC', 'PlayStation', 'Xbox']",2,"['Steam', 'Xbox Store']",2,"['Action', 'RPG']","['Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Bullet Hell', 'Character Action Game', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'JRPG', 'Nudity', 'Open World', 'Post-apocalyptic', 'Robots', 'RPG', 'Sci-fi', 'Singleplayer', 'Spectacle fighter', 'Story Rich', 'Violent', 'steam-trading-cards']",2017-03-17,4.35,5,1174,86,299,2214,841,600,213,174,3229,3,2017
Darksiders Warmastered Edition,10548,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Epic Games']",2,"['Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Dark Fantasy', 'Demons', 'Difficult', 'Fantasy', 'Gore', 'Hack and Slash', 'Metroidvania', 'Open World', 'Post-apocalyptic', 'Remake', 'RPG', 'Singleplayer', 'Third Person', 'Violent', 'steam-trading-cards']",2016-11-29,3.67,4,560,79,344,3400,354,40,156,31,3785,11,2016
Monster Hunter: World,46889,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']","['Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Character Customization', 'Co-op', 'Difficult', 'Dinosaurs', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Hunting', 'JRPG', 'Multiplayer', 'Online Co-Op', 'Open World', 'Replay Value', 'RPG', 'Singleplayer', 'Third Person', 'cooperative', '3rd-Person Perspective', 'Souls-like', 'Monsters', 'atmosphere', 'steam-trading-cards', 'stats']",2018-01-26,4.09,5,963,89,201,2633,284,477,352,307,3224,1,2018
Call of Duty: Black Ops III,906,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Xbox 360 Store']",3,"['Shooter', 'Massively Multiplayer', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'First-Person', 'FPS', 'Futuristic', 'Gore', 'Great Soundtrack', 'Illuminati', 'Multiplayer', 'Open World', 'Parkour', 'Quick-Time Events', 'Robots', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Zombies', 'cooperative', 'battle']",2015-11-06,3.23,3,933,73,121,3081,501,72,346,43,3625,11,2015
DiRT Rally,2572,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store']",3,"['Racing', 'Simulation', 'Sports']","['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Difficult', 'Driving', 'Family Friendly', 'Fast-Paced', 'First-Person', 'Free to Play', 'Multiplayer', 'Offroad', 'Open World', 'Realistic', 'Singleplayer', 'TrackIR', 'VR', 'cooperative', 'steam-trading-cards']",2015-12-07,3.78,4,401,86,227,3547,69,29,194,41,3657,12,2015
Undertale,13627,5,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'RPG']","['2D', 'Bullet Hell', 'Choices Matter', 'Comedy', 'Cute', 'Dark', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Horror', 'Memes', 'Multiple Endings', 'Pixel Graphics', 'Replay Value', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'overlay', 'cloud saves', 'role-playing', 'steam-trading-cards']",2015-09-14,4.34,5,933,92,279,2487,833,207,190,91,3411,9,2015
SOMA,3168,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Epic Games']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'First-Person', 'Gore', 'Great Soundtrack', 'Horror', 'Moddable', 'Robots', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Survival Horror', 'Underwater', 'Walking Simulator', 'steam-trading-cards']",2015-09-21,4.14,5,806,84,404,2804,513,139,166,45,3362,9,2015
Titanfall 2,923,3,"['PC', 'PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Action-Adventure', 'Atmospheric', 'Cinematic', 'Exploration', 'First-Person', 'Mechs', 'Multiplayer', 'Parkour', 'Robots', 'Singleplayer', 'grappling-hook']",2016-10-28,4.31,4,1085,87,143,2620,868,154,156,78,3566,10,2016
Assassin's Creed Origins,28153,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Action', 'RPG']",[],2017-10-27,4.01,4,1129,81,212,2237,813,310,247,179,3229,10,2017
Grim Fandango Remastered,1774,7,"['PC', 'PlayStation', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play', 'itch.io']",2,"['Adventure', 'Puzzle']","[""1990's"", 'Commentary available', 'Full controller support', 'Atmospheric', 'Classic', 'Comedy', 'Cult Classic', 'Dark Humor', 'Funny', 'Great Soundtrack', 'Noir', 'Open World', 'Point & Click', 'Remake', 'Retro', 'Singleplayer', 'Story Rich', 'Third Person', '3D', 'steam-trading-cards']",2015-01-26,4.01,5,609,84,371,2887,323,141,196,64,3274,1,2015
XCOM 2,1256,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG']",2,"['Strategy', 'RPG']","['Cross-Platform Multiplayer', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Co-op', 'Difficult', 'Futuristic', 'Great Soundtrack', 'Horror', 'Moddable', 'Multiplayer', 'Perma Death', 'RPG', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'cooperative', 'steam-trading-cards']",2016-02-04,4.11,4,797,88,246,2862,391,134,266,82,3335,2,2016
Death Stranding,50738,2,"['PC', 'PlayStation']",3,"['Steam', 'PlayStation Store', 'Epic Games']",2,"['Adventure', 'Action']","['Action-Adventure', 'Aliens', 'Partial Controller Support', 'Atmospheric', 'Cinematic', 'Drama', 'Exploration', 'Great Soundtrack', 'Heist', 'Horror', 'Memes', 'Nudity', 'Open World', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Walking Simulator', '3rd-Person Perspective', 'Masterpiece']",2019-11-08,4.37,5,727,84,242,1903,429,1126,59,190,2522,11,2019
Tom Clancy's Rainbow Six Siege,8488,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Shooter', 'Action']","['Partial Controller Support', 'Atmospheric', 'Competitive', 'Co-op', 'Destruction', 'Female Protagonist', 'First-Person', 'FPS', 'Multiplayer', 'Online Co-Op', 'Physics', 'Realistic', 'Singleplayer', 'Tactical', 'Team-Based', 'steam-trading-cards']",2015-12-01,4.03,4,848,75,62,2994,182,36,365,271,3447,12,2015
Far Cry 5,23585,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Captions available', 'Includes level editor', 'America', 'Partial Controller Support', 'Atmospheric', 'Character Customization', 'Co-op', 'Exploration', 'Female Protagonist', 'First-Person', 'FPS', 'Hunting', 'Illuminati', 'Memes', 'Multiplayer', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative', 'steam-trading-cards', 'microtransactions']",2018-03-27,3.7,4,1048,80,169,2128,736,490,244,126,2990,3,2018
Wolfenstein 2: The New Colossus,28202,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Shooter', 'Action']","['Alternate History', 'Atmospheric', 'Comedy', 'Dystopian', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Heist', 'Horror', 'Illuminati', 'Steam-Errungenschaften', 'Volle Controllerunterstützung', 'Einzelspieler', 'Nudity', 'Open World', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Violent', 'World War II']",2017-10-27,4.09,4,1054,86,202,2201,839,406,144,70,3110,10,2017
Mafia III,1169,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG']",2,"['Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Crime', 'FPS', 'Gore', 'Great Soundtrack', 'Mature', 'Multiplayer', 'Nudity', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent', 'steam-trading-cards']",2016-10-06,3.11,3,884,62,222,2699,406,102,351,66,3171,10,2016
Assassin's Creed Odyssey,58616,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Epic Games']",2,"['Action', 'RPG']","['Captions available', 'In-App Purchases', 'Partial Controller Support', 'Assassin', 'Atmospheric', 'Female Protagonist', 'Historical', 'Open World', 'Parkour', 'RPG', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'steam-trading-cards']",2018-10-05,4.07,4,1023,85,239,2075,489,534,199,303,2867,10,2018
Battlefield 1,998,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Shooter', 'Action']","['Military', 'Multiplayer', 'Singleplayer', 'War', 'Story', 'Classes', 'battle', 'history', 'tank', 'ww1']",2016-10-21,3.79,4,1136,88,94,2463,642,102,392,127,3232,10,2016
Shadow of the Tomb Raider,51329,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Adventure', 'Action']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Exploration', 'Female Protagonist', 'Gore', 'Great Soundtrack', 'Lara Croft', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Violent', 'steam-trading-cards']",2018-09-14,3.82,4,785,78,244,2302,549,502,90,117,2968,9,2018
Broforce,2733,5,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['2D', 'Full controller support', 'Includes level editor', 'America', 'Comedy', 'Co-op', 'Funny', 'Gore', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Pixel Graphics', 'Retro', 'Side Scroller', 'Singleplayer', 'Split Screen', 'controller support', 'cooperative']",2015-10-15,3.97,4,818,83,112,2882,440,40,272,45,3367,10,2015
Ori and the Blind Forest,19590,2,"['PC', 'Xbox']",1,['Steam'],2,"['Platformer', 'Adventure']","['2.5D', '2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cute', 'Difficult', 'Exploration', 'Family Friendly', 'Fantasy', 'Great Soundtrack', 'Metroidvania', 'Open World', 'RPG', 'Side Scroller', 'Singleplayer', 'Story Rich', 'steam-trading-cards', 'stats']",2015-03-10,4.33,5,823,88,186,2657,520,155,199,48,3225,3,2015
